id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,56346.0,699.556515625,80.54531512676883
0,left root,root-L,-1.0,0.0,419662.0,250.9855625,1672.0563359097598
1,left Basic cell groups and regions,grey-L,0.0,1.0,403492.0,224.5929375,1796.5480325934113
2,left Cerebrum,CH-L,1.0,2.0,314272.0,137.89371875,2279.088582488461
3,left Cerebral cortex,CTX-L,2.0,3.0,290950.0,110.753453125,2627.006127489535
4,left Cortical plate,CTXpl-L,3.0,4.0,280176.0,106.300359375,2635.7013433191887
5,left Isocortex,Isocortex-L,4.0,5.0,185493.0,61.627640625,3009.899423680882
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,1286.0,0.4861875,2645.070060419077
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,465.0,0.12675,3668.639053254438
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,261.0,0.11703125,2230.173564753004
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,498.0,0.185796875,2680.3464805314943
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,61.0,0.05609375,1087.4651810584958
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,1.0,0.000515625,1939.3939393939393
12,left Somatomotor areas,MO-L,5.0,6.0,16808.0,12.231046875,1374.2077985454534
18,left Primary motor area,MOp-L,12.0,7.0,5656.0,5.676734375,996.3474819094386
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,1411.0,0.664609375,2123.05160456095
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,1956.0,1.8444375,1060.4859205042187
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,1421.0,1.636203125,868.4740777524185
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,842.0,1.437953125,585.5545534559759
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,26.0,0.09353125,277.9819579017708
24,left Secondary motor area,MOs-L,12.0,7.0,11152.0,6.5543125,1701.47517378825
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,3973.0,1.1643125,3412.314133877288
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,2653.0,1.901640625,1395.1111293701983
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,3120.0,2.26159375,1379.558110292797
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,1368.0,1.189171875,1150.3803855098743
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,38.0,0.03759375,1010.8063175394846
30,left Somatosensory areas,SS-L,5.0,6.0,30059.0,16.666171875,1803.593544183343
37,left Primary somatosensory area,SSp-L,30.0,7.0,19460.0,12.1535,1601.1848438721356
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,1626.0,1.509703125,1077.032943149005
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,180.0,0.2028125,887.5192604006163
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,494.0,0.3201875,1542.8459886785085
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,159.0,0.274109375,580.0604229607251
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,288.0,0.283515625,1015.8170294847066
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,499.0,0.402328125,1240.2811759679987
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,6.0,0.02675,224.29906542056077
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,10535.0,3.145734375,3348.9795208789683
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,1657.0,0.419375,3951.117734724292
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,3358.0,0.75821875,4428.80105510448
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,1628.0,0.641265625,2538.729563119807
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,1206.0,0.603984375,1996.7403958090802
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,2521.0,0.648828125,3885.466586393739
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,165.0,0.0740625,2227.8481012658226
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,2044.0,1.176484375,1737.3796400823428
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,193.0,0.149265625,1292.996964304407
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,603.0,0.32325,1865.4292343387472
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,257.0,0.1366875,1880.2011888431643
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,453.0,0.278,1629.4964028776976
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,520.0,0.263890625,1970.513351885843
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,18.0,0.025390625,708.9230769230769
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,1990.0,3.105328125,640.8340503469339
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,353.0,0.3904375,904.1139747078598
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,825.0,0.7490625,1101.3767209011264
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72.0,9.0,156.0,0.4736875,329.3310463121784
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72.0,9.0,229.0,0.60871875,376.2000102674675
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72.0,9.0,413.0,0.82609375,499.94325704558355
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72.0,9.0,14.0,0.057328125,244.2082311256473
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37.0,8.0,1063.0,1.88471875,564.0098821110577
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79.0,9.0,124.0,0.230640625,537.6329516970395
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79.0,9.0,306.0,0.4891875,625.5270218474511
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79.0,9.0,76.0,0.261640625,290.4747685876381
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,245.0,0.395625,619.2733017377567
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,292.0,0.470546875,620.5545409264487
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,20.0,0.037078125,539.401601348504
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,1621.0,0.700375,2314.4743887203285
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,93.0,0.10228125,909.2575618698442
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,550.0,0.21225,2591.2838633686692
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,227.0,0.07596875,2988.070752776635
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,405.0,0.17646875,2295.023906499026
