id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,75508.0,699.556515625,107.9369547899063
0,left root,root-L,-1.0,0.0,751476.0,250.9855625,2994.1005072751946
1,left Basic cell groups and regions,grey-L,0.0,1.0,727342.0,224.5929375,3238.490079413116
2,left Cerebrum,CH-L,1.0,2.0,552381.0,137.89371875,4005.8459878180633
3,left Cerebral cortex,CTX-L,2.0,3.0,489583.0,110.753453125,4420.476167433268
4,left Cortical plate,CTXpl-L,3.0,4.0,464015.0,106.300359375,4365.131056265538
5,left Isocortex,Isocortex-L,4.0,5.0,221624.0,61.627640625,3596.1785613141833
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,1018.0,0.4861875,2093.842396194884
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,691.0,0.12675,5451.676528599605
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,141.0,0.11703125,1204.8064085447263
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,162.0,0.185796875,871.9199394500042
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,24.0,0.05609375,427.85515320334264
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,0.0,0.000515625,0.0
12,left Somatomotor areas,MO-L,5.0,6.0,16459.0,12.231046875,1345.673855084461
18,left Primary motor area,MOp-L,12.0,7.0,8092.0,5.676734375,1425.4674369892462
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,3494.0,0.664609375,5257.223463030446
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,3224.0,1.8444375,1747.9583883975467
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,783.0,1.636203125,478.546940802353
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,569.0,1.437953125,395.70135500766065
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,22.0,0.09353125,235.21550283995992
24,left Secondary motor area,MOs-L,12.0,7.0,8367.0,6.5543125,1276.5640942509226
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,4392.0,1.1643125,3772.183155295507
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,2356.0,1.901640625,1238.9302000739492
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,1255.0,2.26159375,554.9184065440577
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,356.0,1.189171875,299.36799505958714
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,8.0,0.03759375,212.80133000831253
30,left Somatosensory areas,SS-L,5.0,6.0,42783.0,16.666171875,2567.056209481219
37,left Primary somatosensory area,SSp-L,30.0,7.0,23241.0,12.1535,1912.2886411321842
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,4775.0,1.509703125,3162.873495409901
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,611.0,0.2028125,3012.6348228043144
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,1956.0,0.3201875,6108.920554362678
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,561.0,0.274109375,2046.6282847859545
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,756.0,0.283515625,2666.5197023973546
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,882.0,0.402328125,2192.2404753582664
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,9.0,0.02675,336.4485981308411
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,8389.0,3.145734375,2666.785875714633
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,1076.0,0.419375,2565.7228017883754
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,3441.0,0.75821875,4538.2681449120055
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,1345.0,0.641265625,2097.41478034161
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,1246.0,0.603984375,2062.967274608718
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,1132.0,0.648828125,1744.6839253461771
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,149.0,0.0740625,2011.8143459915611
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,651.0,1.176484375,553.3435155056776
