id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,50342.0,699.556515625,71.96273478351252
0,left root,root-L,-1.0,0.0,374545.0,250.9855625,1492.2969921825684
1,left Basic cell groups and regions,grey-L,0.0,1.0,358629.0,224.5929375,1596.795535923742
2,left Cerebrum,CH-L,1.0,2.0,287354.0,137.89371875,2083.8802710148825
3,left Cerebral cortex,CTX-L,2.0,3.0,254219.0,110.753453125,2295.3595831732673
4,left Cortical plate,CTXpl-L,3.0,4.0,242821.0,106.300359375,2284.291430693952
5,left Isocortex,Isocortex-L,4.0,5.0,178971.0,61.627640625,2904.070287049059
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,702.0,0.4861875,1443.8873891245662
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,178.0,0.12675,1404.3392504930966
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,121.0,0.11703125,1033.9118825100134
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,279.0,0.185796875,1501.6398957194517
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,124.0,0.05609375,2210.5849582172705
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,0.0,0.000515625,0.0
12,left Somatomotor areas,MO-L,5.0,6.0,14075.0,12.231046875,1150.7600407262767
18,left Primary motor area,MOp-L,12.0,7.0,6659.0,5.676734375,1173.0335717883577
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,809.0,0.664609375,1217.2563771012108
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,2282.0,1.8444375,1237.2335739215887
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,2119.0,1.636203125,1295.0714783654994
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,1393.0,1.437953125,968.738115159352
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,56.0,0.09353125,598.7303708653525
24,left Secondary motor area,MOs-L,12.0,7.0,7416.0,6.5543125,1131.4687848649266
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,1422.0,1.1643125,1221.3215953620697
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,1924.0,1.901640625,1011.7579392794052
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,2965.0,2.26159375,1311.0223708391484
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,1086.0,1.189171875,913.2405691986282
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,19.0,0.03759375,505.4031587697423
30,left Somatosensory areas,SS-L,5.0,6.0,29851.0,16.666171875,1791.1131736723435
37,left Primary somatosensory area,SSp-L,30.0,7.0,16568.0,12.1535,1363.2286995515697
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,2568.0,1.509703125,1700.9966777408638
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,464.0,0.2028125,2287.8274268104774
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,625.0,0.3201875,1951.9812609798946
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,462.0,0.274109375,1685.4585874707861
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,429.0,0.283515625,1513.144116836594
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,576.0,0.402328125,1431.6672492135617
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,12.0,0.02675,448.59813084112153
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,5350.0,3.145734375,1700.715750992167
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,707.0,0.419375,1685.8420268256334
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,1305.0,0.75821875,1721.1391831183282
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,1062.0,0.641265625,1656.0999975634122
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,1063.0,0.603984375,1759.979304100375
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,1131.0,0.648828125,1743.1426851294402
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,82.0,0.0740625,1107.1729957805906
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,776.0,1.176484375,659.5922704030812
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,152.0,0.149265625,1018.3188527164241
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,166.0,0.32325,513.5344160866202
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,74.0,0.1366875,541.3808870598995
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,168.0,0.278,604.3165467625898
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,202.0,0.263890625,765.4686482325775
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,14.0,0.025390625,551.3846153846154
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,5269.0,3.105328125,1696.7611111949723
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,701.0,0.3904375,1795.4218024651834
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,1400.0,0.7490625,1869.0029203170632
