id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2,-1,69739,699.5565156,99.69030156
0,left root,root-L,-1,0,658624,250.9855625,2624.150941
1,left Basic cell groups and regions,grey-L,0,1,631975,224.5929375,2813.868535
2,left Cerebrum,CH-L,1,2,530628,137.8937188,3848.09406
3,left Cerebral cortex,CTX-L,2,3,494328,110.7534531,4463.319075
4,left Cortical plate,CTXpl-L,3,4,476088,106.3003594,4478.705461
5,left Isocortex,Isocortex-L,4,5,339456,61.62764063,5508.177768
6,"left Frontal pole, cerebral cortex",FRP-L,5,6,1212,0.4861875,2492.865407
7,"left Frontal pole, layer 1",FRP1-L,6,7,273,0.12675,2153.846154
8,"left Frontal pole, layer 2/3",FRP2/3-L,6,7,207,0.11703125,1768.758344
9,"left Frontal pole, layer 5",FRP5-L,6,7,607,0.185796875,3267.008662
10,"left Frontal pole, layer 6a",FRP6a-L,6,7,125,0.05609375,2228.412256
11,"left Frontal pole, layer 6b",FRP6b-L,6,7,0,0.000515625,0
12,left Somatomotor areas,MO-L,5,6,38707,12.23104688,3164.651431
18,left Primary motor area,MOp-L,12,7,16984,5.676734375,2991.860968
19,"left Primary motor area, Layer 1",MOp1-L,18,8,2101,0.664609375,3161.255437
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18,8,7181,1.8444375,3893.327912
21,"left Primary motor area, Layer 5",MOp5-L,18,8,5015,1.636203125,3065.022871
22,"left Primary motor area, Layer 6a",MOp6a-L,18,8,2564,1.437953125,1783.090113
23,"left Primary motor area, Layer 6b",MOp6b-L,18,8,123,0.09353125,1315.068493
24,left Secondary motor area,MOs-L,12,7,21723,6.5543125,3314.30642
25,"left Secondary motor area, layer 1",MOs1-L,24,8,4440,1.1643125,3813.409201
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24,8,8334,1.901640625,4382.531531
27,"left Secondary motor area, layer 5",MOs5-L,24,8,7044,2.26159375,3114.617734
28,"left Secondary motor area, layer 6a",MOs6a-L,24,8,1869,1.189171875,1571.681974
29,"left Secondary motor area, layer 6b",MOs6b-L,24,8,36,0.03759375,957.605985
30,left Somatosensory areas,SS-L,5,6,85979,16.66617188,5158.893155
37,left Primary somatosensory area,SSp-L,30,7,44666,12.1535,3675.155305
44,"left Primary somatosensory area, nose",SSp-n-L,37,8,6698,1.509703125,4436.633858
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44,9,794,0.2028125,3914.946071
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44,9,995,0.3201875,3107.554167
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44,9,1846,0.274109375,6734.537992
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44,9,1254,0.283515625,4423.036649
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44,9,1725,0.402328125,4287.545147
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44,9,84,0.02675,3140.186916
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37,8,12664,3.145734375,4025.769023
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51,9,1464,0.419375,3490.909091
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51,9,2073,0.75821875,2734.039484
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51,9,3249,0.641265625,5066.543213
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51,9,2316,0.603984375,3834.536282
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51,9,3204,0.648828125,4938.133654
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51,9,358,0.0740625,4833.755274
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37,8,1724,1.176484375,1465.382828
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65,9,300,0.149265625,2009.839841
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65,9,553,0.32325,1710.750193
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65,9,159,0.1366875,1163.237311
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65,9,428,0.278,1539.568345
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65,9,260,0.263890625,985.2566759
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65,9,24,0.025390625,945.2307692
72,"left Primary somatosensory area, mouth",SSp-m-L,37,8,18583,3.105328125,5984.230732
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72,9,1268,0.3904375,3247.638867
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72,9,3382,0.7490625,4514.977055
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72,9,4001,0.4736875,8446.496899
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72,9,3804,0.60871875,6249.191437
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72,9,5872,0.82609375,7108.152071
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72,9,256,0.057328125,4465.521941
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37,8,2056,1.88471875,1090.878944
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79,9,371,0.230640625,1608.563105
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79,9,416,0.4891875,850.3896768
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79,9,382,0.261640625,1460.017916
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79,9,375,0.395625,947.8672986
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79,9,473,0.470546875,1005.213349
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79,9,39,0.037078125,1051.833123
86,"left Primary somatosensory area, trunk",SSp-tr-L,37,8,1564,0.700375,2233.089416
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86,9,254,0.10228125,2483.34861
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86,9,357,0.21225,1681.978799
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86,9,116,0.07596875,1526.943645
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86,9,373,0.17646875,2113.688684
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86,9,405,0.11621875,3484.807744
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86,9,59,0.0171875,3432.727273
93,"left Primary somatosensory area, unassigned",SSp-un-L,37,8,1377,0.63115625,2181.710155
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93,9,257,0.08315625,3090.567456
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93,9,324,0.165390625,1958.998583
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93,9,351,0.09409375,3730.322152
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93,9,217,0.129125,1680.54211
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93,9,195,0.146953125,1326.953748
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93,9,33,0.0124375,2653.266332
100,left Supplemental somatosensory area,SSs-L,30,7,41313,4.512671875,9154.88676
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100,8,3061,0.624,4905.448718
102,"left Supplemental somatosensory area, layer 2/3",SSs2/3-L,100,8,9138,1.072484375,8520.403852
103,"left Supplemental somatosensory area, layer 4",SSs4-L,100,8,8391,0.5831875,14388.16847
104,"left Supplemental somatosensory area, layer 5",SSs5-L,100,8,9735,1.092734375,8908.843927
105,"left Supplemental somatosensory area, layer 6a",SSs6a-L,100,8,10295,1.037703125,9920.949212
106,"left Supplemental somatosensory area, layer 6b",SSs6b-L,100,8,693,0.1025625,6756.855576
107,left Gustatory areas,GU-L,5,6,14132,0.884859375,15970.89933
108,"left Gustatory areas, layer 1",GU1-L,107,7,939,0.0978125,9600
109,"left Gustatory areas, layer 2/3",GU2/3-L,107,7,4131,0.20109375,20542.65734
110,"left Gustatory areas, layer 4",GU4-L,107,7,1561,0.0735,21238.09524
111,"left Gustatory areas, layer 5",GU5-L,107,7,4850,0.272515625,17797.14466
112,"left Gustatory areas, layer 6a",GU6a-L,107,7,2590,0.219875,11779.42013
113,"left Gustatory areas, layer 6b",GU6b-L,107,7,61,0.0200625,3040.498442
114,left Visceral area,VISC-L,5,6,8973,1.177078125,7623.113377
115,"left Visceral area, layer 1",VISC1-L,114,7,677,0.171578125,3945.724433
116,"left Visceral area, layer 2/3",VISC2/3-L,114,7,2662,0.268859375,9901.086767
117,"left Visceral area, layer 4",VISC4-L,114,7,966,0.09134375,10575.4362
118,"left Visceral area, layer 5",VISC5-L,114,7,2733,0.35340625,7733.309753
119,"left Visceral area, layer 6a",VISC6a-L,114,7,1825,0.267125,6832.007487
120,"left Visceral area, layer 6b",VISC6b-L,114,7,110,0.024765625,4441.640379
121,left Auditory areas,AUD-L,5,6,47296,2.903578125,16288.86772
122,left Dorsal auditory area,AUDd-L,121,7,8470,0.607375,13945.25623
123,"left Dorsal auditory area, layer 1",AUDd1-L,122,8,555,0.098125,5656.050955
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122,8,2293,0.164,13981.70732
125,"left Dorsal auditory area, layer 4",AUDd4-L,122,8,1653,0.06609375,25009.92908
126,"left Dorsal auditory area, layer 5",AUDd5-L,122,8,2333,0.17165625,13591.11597
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122,8,1368,0.092265625,14826.75699
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122,8,268,0.015234375,17591.79487
136,left Primary auditory area,AUDp-L,121,7,18619,1.07671875,17292.35234
137,"left Primary auditory area, layer 1",AUDp1-L,136,8,1817,0.18984375,9571.028807
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136,8,4192,0.235625,17790.98143
139,"left Primary auditory area, layer 4",AUDp4-L,136,8,3032,0.117375,25831.73589
140,"left Primary auditory area, layer 5",AUDp5-L,136,8,6497,0.3574375,18176.6043
141,"left Primary auditory area, layer 6a",AUDp6a-L,136,8,2527,0.149203125,16936.64258
142,"left Primary auditory area, layer 6b",AUDp6b-L,136,8,554,0.027234375,20341.93919
143,left Posterior auditory area,AUDpo-L,121,7,4316,0.306625,14075.82552
144,"left Posterior auditory area, layer 1",AUDpo1-L,143,8,340,0.056703125,5996.142188
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143,8,892,0.073265625,12174.87737
146,"left Posterior auditory area, layer 4",AUDpo4-L,143,8,832,0.0373125,22298.15745
147,"left Posterior auditory area, layer 5",AUDpo5-L,143,8,1588,0.0906875,17510.68229
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143,8,524,0.039578125,13239.63679
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143,8,140,0.009078125,15421.68675
150,left Ventral auditory area,AUDv-L,121,7,15891,0.912859375,17407.93865
151,"left Ventral auditory area, layer 1",AUDv1-L,150,8,1285,0.145921875,8806.082022
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150,8,3861,0.19434375,19866.85962
153,"left Ventral auditory area, layer 4",AUDv4-L,150,8,2794,0.10675,26173.30211
154,"left Ventral auditory area, layer 5",AUDv5-L,150,8,5262,0.30221875,17411.22945
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150,8,2359,0.141671875,16651.15253
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150,8,330,0.021953125,15032.02847
157,left Visual areas,VIS-L,5,6,49193,6.73221875,7307.100649
164,left Anterolateral visual area,VISal-L,157,7,3700,0.37953125,9748.867847
165,"left Anterolateral visual area, layer 1",VISal1-L,164,8,152,0.058921875,2579.687086
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164,8,906,0.099625,9094.102886
167,"left Anterolateral visual area, layer 4",VISal4-L,164,8,614,0.051671875,11882.67312
168,"left Anterolateral visual area, layer 5",VISal5-L,164,8,1269,0.101765625,12469.82957
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164,8,631,0.0563125,11205.32741
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164,8,128,0.011234375,11393.60223
171,left Anteromedial visual area,VISam-L,157,7,2392,0.3951875,6052.823027
172,"left Anteromedial visual area, layer 1",VISam1-L,171,8,363,0.066859375,5429.305913
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171,8,632,0.104,6076.923077
174,"left Anteromedial visual area, layer 4",VISam4-L,171,8,382,0.030171875,12660.79751
175,"left Anteromedial visual area, layer 5",VISam5-L,171,8,562,0.11375,4940.659341
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171,8,339,0.067796875,5000.230468
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171,8,114,0.012609375,9040.892193
178,left Lateral visual area,VISl-L,157,7,6172,0.61309375,10066.97589
179,"left Lateral visual area, layer 1",VISl1-L,178,8,77,0.0928125,829.6296296
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178,8,1164,0.150609375,7728.602552
181,"left Lateral visual area, layer 4",VISl4-L,178,8,1263,0.089640625,14089.59386
182,"left Lateral visual area, layer 5",VISl5-L,178,8,2111,0.157,13445.85987
183,"left Lateral visual area, layer 6a",VISl6a-L,178,8,1315,0.10353125,12701.47902
184,"left Lateral visual area, layer 6b",VISl6b-L,178,8,242,0.0195,12410.25641
185,left Primary visual area,VISp-L,157,7,21536,3.537703125,6087.565643
186,"left Primary visual area, layer 1",VISp1-L,185,8,2603,0.630546875,4128.162557
187,"left Primary visual area, layer 2/3",VISp2/3-L,185,8,5378,0.99971875,5379.512988
188,"left Primary visual area, layer 4",VISp4-L,185,8,3179,0.5121875,6206.711409
189,"left Primary visual area, layer 5",VISp5-L,185,8,5663,0.776203125,7295.770679
190,"left Primary visual area, layer 6a",VISp6a-L,185,8,4152,0.534015625,7775.053398
191,"left Primary visual area, layer 6b",VISp6b-L,185,8,561,0.08503125,6597.574421
192,left Posterolateral visual area,VISpl-L,157,7,1767,0.397140625,4449.305583
193,"left Posterolateral visual area, layer 1",VISpl1-L,192,8,70,0.0949375,737.3271889
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192,8,408,0.104203125,3915.4296
195,"left Posterolateral visual area, layer 4",VISpl4-L,192,8,206,0.0181875,11326.46048
196,"left Posterolateral visual area, layer 5",VISpl5-L,192,8,788,0.121671875,6476.435084
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192,8,278,0.05375,5172.093023
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192,8,17,0.004390625,3871.886121
199,left posteromedial visual area,VISpm-L,157,7,4198,0.522125,8040.220254
200,"left posteromedial visual area, layer 1",VISpm1-L,199,8,739,0.0939375,7866.932801
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199,8,1139,0.14671875,7763.15229
202,"left posteromedial visual area, layer 4",VISpm4-L,199,8,373,0.049328125,7561.609123
203,"left posteromedial visual area, layer 5",VISpm5-L,199,8,1170,0.14246875,8212.327265
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199,8,646,0.075359375,8572.257931
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199,8,131,0.0143125,9152.838428
206,left Laterointermediate area,VISli-L,157,7,3171,0.246234375,12877.97449
207,"left Laterointermediate area, layer 1",VISli1-L,206,8,46,0.03734375,1231.799163
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206,8,609,0.05871875,10371.47419
209,"left Laterointermediate area, layer 4",VISli4-L,206,8,560,0.02853125,19627.60131
210,"left Laterointermediate area, layer 5",VISli5-L,206,8,1313,0.07396875,17750.73933
211,"left Laterointermediate area, layer 6a",VISli6a-L,206,8,533,0.03984375,13377.2549
212,"left Laterointermediate area, layer 6b",VISli6b-L,206,8,110,0.007828125,14051.89621
213,left Postrhinal area,VISpor-L,157,7,6257,0.641203125,9758.218193
214,"left Postrhinal area, layer 1",VISpor1-L,213,8,68,0.12509375,543.5923058
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213,8,1601,0.186953125,8563.643962
216,"left Postrhinal area, layer 4",VISpor4-L,213,8,621,0.03025,20528.92562
217,"left Postrhinal area, layer 5",VISpor5-L,213,8,2593,0.192390625,13477.7877
218,"left Postrhinal area, layer 6a",VISpor6a-L,213,8,1190,0.090234375,13187.87879
219,"left Postrhinal area, layer 6b",VISpor6b-L,213,8,184,0.01628125,11301.34357
220,left Anterior cingulate area,ACA-L,5,6,5820,2.754296875,2113.061977
226,"left Anterior cingulate area, dorsal part",ACAd-L,220,7,3847,1.556421875,2471.694893
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226,8,527,0.289625,1819.594303
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226,8,1300,0.304125,4274.558159
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226,8,1363,0.600515625,2269.716129
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226,8,654,0.349875,1869.239014
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226,8,3,0.01228125,244.2748092
232,"left Anterior cingulate area, ventral part",ACAv-L,220,7,1973,1.197875,1647.083377
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232,8,170,0.23403125,726.3987181
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232,8,774,0.24753125,3126.877919
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232,8,774,0.504171875,1535.190752
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232,8,246,0.181234375,1357.358393
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232,8,9,0.03090625,291.2032356
238,left Prelimbic area,PL-L,5,6,4395,1.198703125,3666.462453
239,"left Prelimbic area, layer 1",PL1-L,238,7,457,0.25490625,1792.815986
241,"left Prelimbic area, layer 2/3",PL2/3-L,238,7,898,0.20753125,4327.059178
242,"left Prelimbic area, layer 5",PL5-L,238,7,2246,0.494078125,4545.83979
243,"left Prelimbic area, layer 6a",PL6a-L,238,7,793,0.231484375,3425.717179
244,"left Prelimbic area, layer 6b",PL6b-L,238,7,1,0.010703125,93.43065693
245,left Infralimbic area,ILA-L,5,6,1623,0.419796875,3866.155507
246,"left Infralimbic area, layer 1",ILA1-L,245,7,51,0.073140625,697.2869045
248,"left Infralimbic area, layer 2/3",ILA2/3-L,245,7,198,0.0715625,2766.812227
249,"left Infralimbic area, layer 5",ILA5-L,245,7,1021,0.167359375,6100.644198
250,"left Infralimbic area, layer 6a",ILA6a-L,245,7,351,0.102421875,3427.002288
251,"left Infralimbic area, layer 6b",ILA6b-L,245,7,2,0.0053125,376.4705882
252,left Orbital area,ORB-L,5,6,9198,2.946921875,3121.222886
258,"left Orbital area, lateral part",ORBl-L,252,7,4549,1.36346875,3336.343426
259,"left Orbital area, lateral part, layer 1",ORBl1-L,258,8,385,0.18784375,2049.575778
260,"left Orbital area, lateral part, layer 2/3",ORBl2/3-L,258,8,1475,0.31075,4746.580853
261,"left Orbital area, lateral part, layer 5",ORBl5-L,258,8,2182,0.603515625,3615.482201
262,"left Orbital area, lateral part, layer 6a",ORBl6a-L,258,8,502,0.2386875,2103.168369
263,"left Orbital area, lateral part, layer 6b",ORBl6b-L,258,8,5,0.022671875,220.5375603
264,"left Orbital area, medial part",ORBm-L,252,7,1986,0.694828125,2858.260811
265,"left Orbital area, medial part, layer 1",ORBm1-L,264,8,361,0.205578125,1756.02341
267,"left Orbital area, medial part, layer 2/3",ORBm2/3-L,264,8,371,0.158234375,2344.623284
268,"left Orbital area, medial part, layer 5",ORBm5-L,264,8,948,0.2359375,4018.013245
269,"left Orbital area, medial part, layer 6a",ORBm6a-L,264,8,305,0.093203125,3272.422464
270,"left Orbital area, medial part, layer 6b",ORBm6b-L,264,8,1,0.001875,533.3333333
272,"left Orbital area, ventrolateral part",ORBvl-L,252,7,2663,0.888625,2996.764665
273,"left Orbital area, ventrolateral part, layer 1",ORBvl1-L,272,8,361,0.19271875,1873.196043
274,"left Orbital area, ventrolateral part, layer 2/3",ORBvl2/3-L,272,8,952,0.26178125,3636.62409
275,"left Orbital area, ventrolateral part, layer 5",ORBvl5-L,272,8,1078,0.309953125,3477.945254
276,"left Orbital area, ventrolateral part, layer 6a",ORBvl6a-L,272,8,271,0.119,2277.310924
277,"left Orbital area, ventrolateral part, layer 6b",ORBvl6b-L,272,8,1,0.005171875,193.3534743
278,left Agranular insular area,AI-L,5,6,22319,3.94978125,5650.692681
279,"left Agranular insular area, dorsal part",AId-L,278,7,12539,1.86365625,6728.172108
280,"left Agranular insular area, dorsal part, layer 1",AId1-L,279,8,844,0.23034375,3664.088997
281,"left Agranular insular area, dorsal part, layer 2/3",AId2/3-L,279,8,3971,0.46315625,8573.780447
282,"left Agranular insular area, dorsal part, layer 5",AId5-L,279,8,5134,0.75421875,6807.043712
283,"left Agranular insular area, dorsal part, layer 6a",AId6a-L,279,8,2575,0.39071875,6590.4183
284,"left Agranular insular area, dorsal part, layer 6b",AId6b-L,279,8,15,0.02521875,594.795539
285,"left Agranular insular area, posterior part",AIp-L,278,7,6193,1.217265625,5087.632373
286,"left Agranular insular area, posterior part, layer 1",AIp1-L,285,8,539,0.210953125,2555.069995
287,"left Agranular insular area, posterior part, layer 2/3",AIp2/3-L,285,8,2255,0.40159375,5615.127227
