id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,88613.0,699.556515625,126.67025182494525
0,left root,root-L,-1.0,0.0,655685.0,250.9855625,2612.441104057529
1,left Basic cell groups and regions,grey-L,0.0,1.0,633165.0,224.5929375,2819.1670096482885
2,left Cerebrum,CH-L,1.0,2.0,440472.0,137.89371875,3194.286179188274
3,left Cerebral cortex,CTX-L,2.0,3.0,403805.0,110.753453125,3645.9811284100765
4,left Cortical plate,CTXpl-L,3.0,4.0,388044.0,106.300359375,3650.448618250497
5,left Isocortex,Isocortex-L,4.0,5.0,258107.0,61.627640625,4188.169421746381
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,817.0,0.4861875,1680.4216480267387
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,474.0,0.12675,3739.644970414201
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,108.0,0.11703125,922.8304405874499
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,186.0,0.185796875,1001.0932638129677
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,49.0,0.05609375,873.5376044568245
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,0.0,0.000515625,0.0
12,left Somatomotor areas,MO-L,5.0,6.0,32579.0,12.231046875,2663.6313582111097
18,left Primary motor area,MOp-L,12.0,7.0,17331.0,5.676734375,3052.9876607094197
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,2643.0,0.664609375,3976.772070059951
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,6367.0,1.8444375,3452.000948798753
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,4722.0,1.636203125,2885.9497502793242
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,3520.0,1.437953125,2447.9240239489727
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,79.0,0.09353125,844.6374874707651
24,left Secondary motor area,MOs-L,12.0,7.0,15248.0,6.5543125,2326.407231879774
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,4683.0,1.1643125,4022.116055612217
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,4144.0,1.901640625,2179.170946140257
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,4245.0,2.26159375,1876.9949289079882
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,2152.0,1.189171875,1809.6627117085156
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,24.0,0.03759375,638.4039900249376
30,left Somatosensory areas,SS-L,5.0,6.0,65413.0,16.666171875,3924.8965203654484
37,left Primary somatosensory area,SSp-L,30.0,7.0,38464.0,12.1535,3164.849631793311
