id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,76302.0,699.556515625,109.07195958546684
0,left root,root-L,-1.0,0.0,418055.0,250.9855625,1665.6535771853412
1,left Basic cell groups and regions,grey-L,0.0,1.0,401687.0,224.5929375,1788.5112705291544
2,left Cerebrum,CH-L,1.0,2.0,263799.0,137.89371875,1913.0603075421084
3,left Cerebral cortex,CTX-L,2.0,3.0,223615.0,110.753453125,2019.0341130729419
4,left Cortical plate,CTXpl-L,3.0,4.0,210193.0,106.300359375,1977.3498531504847
5,left Isocortex,Isocortex-L,4.0,5.0,132262.0,61.627640625,2146.1473887148345
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,758.0,0.4861875,1559.069289111711
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,266.0,0.12675,2098.6193293885603
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,83.0,0.11703125,709.2122830440587
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,327.0,0.185796875,1759.986544445379
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,82.0,0.05609375,1461.8384401114206
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,0.0,0.000515625,0.0
12,left Somatomotor areas,MO-L,5.0,6.0,11173.0,12.231046875,913.4949865033527
18,left Primary motor area,MOp-L,12.0,7.0,4387.0,5.676734375,772.803465901115
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,992.0,0.664609375,1492.6060891030918
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,1504.0,1.8444375,815.4247568703196
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,787.0,1.636203125,480.9916250465541
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,1043.0,1.437953125,725.336578687153
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,61.0,0.09353125,652.1884396926162
24,left Secondary motor area,MOs-L,12.0,7.0,6786.0,6.5543125,1035.348863820576
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,1884.0,1.1643125,1618.1222824628267
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,1736.0,1.901640625,912.8959368965942
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,2184.0,2.26159375,965.6906772049579
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,957.0,1.189171875,804.7617170562497
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,25.0,0.03759375,665.0041562759767
30,left Somatosensory areas,SS-L,5.0,6.0,24897.0,16.666171875,1493.8643490978639
37,left Primary somatosensory area,SSp-L,30.0,7.0,18498.0,12.1535,1522.0306907475215
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,3493.0,1.509703125,2313.6999203071796
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,705.0,0.2028125,3476.117103235747
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,860.0,0.3201875,2685.926215108335
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,205.0,0.274109375,747.8766459556518
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,528.0,0.283515625,1862.331220721962
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,1187.0,0.402328125,2950.3281680841974
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,8.0,0.02675,299.06542056074767
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,5271.0,3.145734375,1675.602378220507
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,757.0,0.419375,1805.0670640834576
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,1728.0,0.75821875,2279.0256769566827
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,642.0,0.641265625,1001.1451962671475
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,738.0,0.603984375,1221.8859138533178
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,1334.0,0.648828125,2056.014449127032
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,72.0,0.0740625,972.1518987341772
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,757.0,1.176484375,643.4424596586758
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,176.0,0.149265625,1179.1060399874384
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,271.0,0.32325,838.3604021655066
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,38.0,0.1366875,278.0064014631916
